cust_id:34803 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
cust_id:54879 product_id:0[{'shop_id': {'src mongo': '', 'dst mongo': 0}}]
